Codes,Names,PPH_2013,White (%),Mixed/multiple ethnic groups (%),Asian/Asian British (%),Black/African/Caribbean/Black British (%),Other ethnic group (%),BAME (%),Median Annual Household Income estimate (£)
E01001931,Hammersmith and Fulham 011B,201,59.9,5.9,10.7,13.2,10.3,40.1,33145
E01001932,Hammersmith and Fulham 011C,92,71.3,3.3,8.4,8.5,8.5,28.7,36798
E01001933,Hammersmith and Fulham 011D,73,72.7,6.3,7.5,8.8,4.7,27.3,47060
E01001866,Hammersmith and Fulham 012A,101,65.4,4.6,12.5,5.4,12.2,34.6,46487
E01001867,Hammersmith and Fulham 012B,152,56.2,6.2,20.3,5.2,12.0,43.8,37281
E01001868,Hammersmith and Fulham 012C,217,54.6,6.6,11.6,19.1,8.1,45.4,25936
E01001870,Hammersmith and Fulham 012D,181,61.9,4.5,19.8,6.8,7.0,38.1,36555
E01001871,Hammersmith and Fulham 012E,122,60.5,5.5,13.6,4.6,15.8,39.5,47680
E01001872,Hammersmith and Fulham 012F,225,66.8,6.6,13.3,5.8,7.6,33.2,43636
E01001893,Hammersmith and Fulham 013A,150,59.6,7.5,9.0,17.4,6.6,40.4,27800
E01001894,Hammersmith and Fulham 013B,82,65.2,4.6,8.4,18.4,3.4,34.8,31020
E01001898,Hammersmith and Fulham 013C,55,67.8,6.0,11.0,9.2,6.0,32.2,40953
E01001899,Hammersmith and Fulham 013D,110,60.7,8.1,7.9,15.1,8.2,39.3,26724
E01001900,Hammersmith and Fulham 013E,129,64.1,5.6,9.4,14.8,6.1,35.9,32216
E01001889,Hammersmith and Fulham 014A,95,76.6,2.9,10.4,6.8,3.2,23.4,48469
E01001910,Hammersmith and Fulham 014B,179,70.2,5.1,12.0,7.5,5.2,29.8,41236
E01001913,Hammersmith and Fulham 014C,138,84.6,4.1,6.4,1.5,3.4,15.4,59306
E01001914,Hammersmith and Fulham 014D,252,67.2,5.4,12.9,8.2,6.4,32.8,36349
E01001885,Hammersmith and Fulham 015A,230,44.0,7.1,10.1,28.1,10.7,56.0,21568
E01001908,Hammersmith and Fulham 015B,363,70.1,4.8,14.4,5.7,5.0,29.9,38438
E01001909,Hammersmith and Fulham 015C,211,72.0,6.0,8.6,9.4,4.0,28.0,35191
E01001911,Hammersmith and Fulham 015D,112,50.5,6.3,10.7,23.2,9.2,49.5,25954
E01001912,Hammersmith and Fulham 015E,164,47.3,5.7,14.6,21.0,11.3,52.7,25244
E01001886,Hammersmith and Fulham 016A,151,66.9,6.4,9.3,14.2,3.3,33.1,31180
E01001887,Hammersmith and Fulham 016B,137,68.4,4.9,10.9,11.1,4.7,31.6,31808
E01001890,Hammersmith and Fulham 016C,139,57.9,4.2,22.3,9.8,5.8,42.1,35632
E01001892,Hammersmith and Fulham 016D,189,65.2,5.9,6.3,16.5,6.1,34.8,30655
E01001880,Hammersmith and Fulham 017A,116,74.7,4.3,9.1,7.3,4.5,25.3,36767
E01001881,Hammersmith and Fulham 017B,137,80.7,4.0,7.2,4.9,3.3,19.3,52187
E01001882,Hammersmith and Fulham 017C,214,77.6,3.8,9.2,5.6,3.9,22.4,52500
E01001883,Hammersmith and Fulham 017D,107,70.2,5.5,11.3,7.7,5.3,29.8,34708
E01001884,Hammersmith and Fulham 017E,223,66.3,5.6,11.9,10.7,5.5,33.7,34299
E01001888,Hammersmith and Fulham 018A,167,80.2,4.4,8.9,3.4,3.0,19.8,47653
E01001891,Hammersmith and Fulham 018B,112,72.1,4.2,14.1,4.7,4.9,27.9,44278
E01001917,Hammersmith and Fulham 018C,131,84.1,3.2,5.4,4.0,3.3,15.9,46207
E01001918,Hammersmith and Fulham 018D,144,80.8,4.9,6.5,4.9,2.9,19.2,51437
E01001919,Hammersmith and Fulham 018E,112,82.9,5.9,3.3,3.2,4.7,17.1,59872
E01001879,Hammersmith and Fulham 019A,176,72.6,5.6,6.8,11.3,3.7,27.4,35330
E01001901,Hammersmith and Fulham 019B,186,83.6,5.2,4.9,3.4,2.9,16.4,59013
E01001902,Hammersmith and Fulham 019C,218,79.8,4.1,6.2,6.9,3.1,20.2,39484
E01001903,Hammersmith and Fulham 019D,147,66.4,5.3,8.6,11.8,7.9,33.6,32297
E01001920,Hammersmith and Fulham 020A,90,72.8,5.0,6.4,9.8,5.9,27.2,32254
E01001921,Hammersmith and Fulham 020B,155,83.4,3.3,5.2,5.4,2.7,16.6,53498
E01001922,Hammersmith and Fulham 020C,80,83.8,4.1,4.0,3.7,4.3,16.2,66015
E01001923,Hammersmith and Fulham 020D,131,77.1,5.3,6.8,5.5,5.3,22.9,53047
E01001924,Hammersmith and Fulham 020E,167,86.6,4.1,4.7,1.2,3.4,13.4,70788
E01001947,Hammersmith and Fulham 021A,254,50.9,8.4,8.6,25.3,6.8,49.1,23795
E01001948,Hammersmith and Fulham 021B,167,79.4,4.6,5.0,7.0,3.9,20.6,52878
E01001949,Hammersmith and Fulham 021C,191,89.2,3.2,3.2,2.3,2.0,10.8,62049
E01001950,Hammersmith and Fulham 021D,139,87.0,4.1,4.1,2.6,2.1,13.0,65418
E01001951,Hammersmith and Fulham 021E,151,79.7,4.0,6.3,6.3,3.6,20.3,48993
E01001953,Hammersmith and Fulham 021F,148,71.3,5.0,8.3,9.7,5.7,28.7,35213
E01001904,Hammersmith and Fulham 022A,108,84.4,2.8,6.0,4.7,2.0,15.6,53985
E01001905,Hammersmith and Fulham 022B,194,84.8,4.8,5.8,3.4,1.2,15.2,56958
E01001906,Hammersmith and Fulham 022C,227,82.3,4.3,6.8,4.4,2.1,17.7,53757
E01001907,Hammersmith and Fulham 022D,185,85.0,3.5,6.4,3.1,2.1,15.0,58816
E01001935,Hammersmith and Fulham 023A,182,78.4,4.9,5.7,7.9,3.1,21.6,44894
E01001939,Hammersmith and Fulham 023C,70,66.8,6.6,10.9,11.9,3.7,33.2,36020
E01032788,Hammersmith and Fulham 023D,93,69.3,6.3,7.5,14.2,2.6,30.7,35752
E01032789,Hammersmith and Fulham 023E,427,55.9,6.3,15.5,12.4,9.9,44.1,40775
E01032790,Hammersmith and Fulham 023F,154,58.0,7.2,10.8,14.3,9.7,42.0,44715
E01001915,Hammersmith and Fulham 024A,37,87.3,2.6,4.5,3.0,2.7,12.7,63393
E01001916,Hammersmith and Fulham 024B,38,90.6,2.5,3.5,0.8,2.6,9.4,67757
E01001926,Hammersmith and Fulham 024C,151,87.4,4.5,5.6,1.4,1.0,12.6,68262
E01001952,Hammersmith and Fulham 024D,162,79.8,4.3,6.9,5.1,4.0,20.2,45601
E01001925,Hammersmith and Fulham 025A,111,84.1,5.2,5.4,2.9,2.5,15.9,73712
E01001934,Hammersmith and Fulham 025B,89,67.5,5.9,8.8,12.9,4.9,32.5,33951
E01001937,Hammersmith and Fulham 025C,94,83.1,4.2,5.9,4.2,2.6,16.9,57341
E01001938,Hammersmith and Fulham 025D,146,65.4,6.9,6.9,16.5,4.2,34.6,32751
E01001969,Haringey 001A,138,63.5,6.3,11.3,14.5,4.4,36.5,27109
E01001971,Haringey 001B,163,49.4,9.0,10.7,25.8,5.0,50.6,21324
E01001974,Haringey 001C,131,65.5,5.7,13.5,10.3,5.1,34.5,30885
E01001975,Haringey 001D,164,67.1,5.4,9.8,12.8,5.0,32.9,31082
E01002036,Haringey 002A,104,38.7,7.1,7.7,41.1,5.4,61.3,19809
E01002037,Haringey 002B,23,38.3,6.7,10.1,39.4,5.6,61.7,19372
E01002039,Haringey 002C,219,39.6,7.0,7.1,41.1,5.2,60.4,16167
E01002040,Haringey 002D,144,37.0,6.8,8.0,44.2,4.0,63.0,22064
E01001962,Haringey 004A,35,71.7,7.5,7.8,10.2,2.8,28.3,43970
E01001970,Haringey 004B,97,49.2,6.4,12.9,26.5,5.0,50.8,25137
E01001972,Haringey 004C,85,61.8,7.3,8.3,17.9,4.7,38.2,27278
E01001973,Haringey 004D,58,65.0,6.8,11.8,12.9,3.4,35.0,35540
E01002090,Haringey 005A,70,51.5,6.5,13.1,22.7,6.2,48.5,23786
E01002093,Haringey 005B,81,52.0,6.9,9.2,26.9,5.0,48.0,20308
E01002096,Haringey 005C,90,50.6,7.8,9.8,25.3,6.4,49.4,21635
E01002097,Haringey 005D,161,45.5,10.4,10.3,26.4,7.4,54.5,22105
E01002091,Haringey 006A,84,49.6,6.7,7.7,28.1,7.9,50.4,19050
E01002092,Haringey 006B,84,40.2,7.0,8.2,37.8,6.8,59.8,21122
E01002094,Haringey 006C,62,44.8,7.4,9.9,30.4,7.5,55.2,22041
E01002095,Haringey 006D,58,45.5,8.5,11.0,28.5,6.5,54.5,22094
E01002098,Haringey 007A,74,68.6,6.1,10.7,11.0,3.6,31.4,32522
E01002101,Haringey 007B,101,62.1,7.6,11.0,13.4,5.9,37.9,27398
E01002102,Haringey 007C,62,60.3,5.6,12.4,14.9,6.7,39.7,27352
E01002105,Haringey 007D,175,60.5,5.7,16.4,14.1,3.3,39.5,24889
E01002099,Haringey 008A,138,48.1,7.1,11.6,27.5,5.7,51.9,19620
E01002100,Haringey 008B,141,49.1,7.5,19.3,18.8,5.2,50.9,23799
E01002103,Haringey 008C,118,56.1,7.1,16.0,15.3,5.6,43.9,26615
E01002104,Haringey 008D,87,52.9,7.5,16.3,18.2,5.1,47.1,25781
E01001963,Haringey 009A,35,82.2,5.1,5.2,5.4,2.1,17.8,57514
E01001964,Haringey 009B,26,75.9,6.7,8.2,7.2,1.9,24.1,46617
E01001965,Haringey 009C,134,82.5,7.1,3.7,4.9,1.8,17.5,55082
E01001966,Haringey 009D,28,83.0,5.2,5.6,3.9,2.3,17.0,60698
E01002027,Haringey 010A,144,57.5,6.1,15.8,17.2,3.3,42.5,26047
E01002028,Haringey 010B,157,57.4,8.1,12.5,17.5,4.5,42.6,26217
E01002032,Haringey 010C,181,55.0,7.8,12.3,19.4,5.5,45.0,22386
E01002033,Haringey 010D,163,52.8,6.6,15.0,20.0,5.6,47.2,23449
E01001976,Haringey 011A,164,43.1,7.4,10.0,35.9,3.7,56.9,23260
E01001977,Haringey 011B,182,45.3,7.7,11.1,31.4,4.5,54.7,22220
E01001978,Haringey 011C,148,38.7,7.4,10.6,37.3,6.0,61.3,21868
E01001979,Haringey 011D,121,40.2,5.7,12.6,32.0,9.4,59.8,20054
E01002074,Haringey 012A,164,37.3,6.9,6.4,41.4,8.0,62.7,20342
E01002077,Haringey 012B,154,46.9,6.4,10.3,29.5,6.8,53.1,18985
E01002079,Haringey 012C,170,46.7,5.8,11.4,28.4,7.7,53.3,24840
E01002081,Haringey 012D,135,40.9,6.8,12.8,32.4,7.1,59.1,17805
E01002082,Haringey 013A,74,33.4,5.2,8.4,46.8,6.3,66.6,18120
E01002086,Haringey 013B,65,50.6,6.6,9.1,27.2,6.4,49.4,23484
E01002088,Haringey 013C,94,61.5,6.8,13.4,13.5,4.8,38.5,26737
E01002089,Haringey 013D,308,32.8,5.7,4.8,50.6,6.1,67.2,16706
E01001967,Haringey 014A,92,82.7,7.5,4.0,3.2,2.6,17.3,59951
E01001968,Haringey 014B,126,79.2,7.1,5.7,3.7,4.3,20.8,49809
E01001996,Haringey 014C,66,84.7,4.7,4.6,4.2,1.8,15.3,48129
E01001997,Haringey 014D,85,83.2,5.8,5.5,2.6,2.8,16.8,48911
E01002075,Haringey 015A,58,42.8,6.4,11.1,33.6,6.1,57.2,21303
E01002076,Haringey 015B,179,41.0,6.8,14.2,32.5,5.5,59.0,21165
E01002078,Haringey 015C,79,44.3,7.6,9.4,33.4,5.3,55.7,22595
E01002080,Haringey 015D,42,40.8,6.5,21.7,27.7,3.4,59.2,24959
E01002026,Haringey 016A,143,44.8,7.4,11.1,31.2,5.6,55.2,19793
E01002029,Haringey 016B,80,52.2,6.8,12.0,22.9,6.0,47.8,23591
E01002030,Haringey 016C,62,57.4,6.0,13.2,16.3,7.0,42.6,28385
E01002031,Haringey 016D,147,60.8,4.8,15.0,14.6,4.7,39.2,25716
E01001991,Haringey 017A,135,81.4,6.9,5.8,4.3,1.7,18.6,50791
E01001992,Haringey 017B,43,85.3,4.3,7.1,1.5,1.8,14.7,64155
E01001993,Haringey 017C,60,88.4,5.6,3.7,1.1,1.1,11.6,67526
E01001995,Haringey 017D,58,67.1,9.4,8.1,12.0,3.4,32.9,34826
E01001980,Haringey 018A,180,43.9,6.3,14.6,30.7,4.5,56.1,24453
E01001981,Haringey 018B,188,42.4,7.9,12.3,30.9,6.5,57.6,24205
E01001982,Haringey 018C,185,47.9,5.9,9.8,33.0,3.4,52.1,24698
E01001983,Haringey 018D,176,53.3,7.7,11.4,23.2,4.4,46.7,27412
E01002083,Haringey 019A,104,59.1,4.4,19.1,12.5,4.9,40.9,28693
E01002084,Haringey 019B,54,61.7,5.9,14.3,12.5,5.6,38.3,26963
E01002085,Haringey 019C,174,56.2,7.1,14.0,16.9,5.8,43.8,25144
E01002087,Haringey 019D,150,58.1,8.4,12.5,16.0,5.0,41.9,25200
E01002014,Haringey 020B,102,72.6,6.1,8.4,9.4,3.4,27.4,37571
E01002015,Haringey 020C,124,65.3,7.8,8.2,16.3,2.3,34.7,30722
E01002018,Haringey 020D,116,73.2,6.2,6.4,11.1,3.2,26.8,34527
E01033085,Haringey 020E,121,63.7,8.4,8.0,14.2,5.7,36.3,28284
E01033086,Haringey 020F,192,51.8,9.0,6.8,24.7,7.8,48.2,19815
E01002020,Haringey 021A,55,77.2,7.2,3.6,9.0,2.9,22.8,44528
E01002022,Haringey 021B,92,85.8,4.4,4.2,3.1,2.4,14.2,48468
E01002023,Haringey 021C,88,85.1,4.4,4.1,5.0,1.4,14.9,55090
E01002025,Haringey 021D,40,84.2,6.3,4.4,3.0,2.2,15.8,64078
E01002013,Haringey 022A,113,82.9,5.2,5.4,5.4,1.1,17.1,49152
E01002019,Haringey 022B,56,87.1,4.7,4.2,2.3,1.7,12.9,58662
E01002021,Haringey 022C,78,85.6,4.9,3.7,4.4,1.4,14.4,57998
E01002024,Haringey 022D,87,81.1,4.9,5.7,6.0,2.3,18.9,48775
E01001998,Haringey 023A,144,68.4,4.8,13.9,8.7,4.1,31.6,33655
E01001999,Haringey 023B,141,65.8,6.7,11.0,11.5,5.0,34.2,29738
E01002003,Haringey 023C,102,57.8,6.2,12.6,17.0,6.3,42.2,23422
E01002004,Haringey 023D,164,64.2,6.7,14.1,10.9,4.2,35.8,31149
E01002067,Haringey 024A,119,49.8,7.0,10.4,27.4,5.4,50.2,22018
E01002069,Haringey 024B,127,50.6,5.3,13.9,24.5,5.8,49.4,22202
E01002070,Haringey 024C,128,52.1,7.9,13.2,22.1,4.7,47.9,25241
E01002073,Haringey 024D,158,49.7,9.4,9.5,26.3,5.1,50.3,22670
E01002066,Haringey 025A,91,37.6,8.7,9.8,36.8,7.1,62.4,21297
E01002068,Haringey 025B,63,51.0,6.0,8.9,30.1,4.0,49.0,24868
E01002071,Haringey 025C,151,38.6,6.7,11.5,34.9,8.2,61.4,19662
E01002072,Haringey 025D,111,46.7,6.7,10.2,30.1,6.3,53.3,21987
E01002043,Haringey 026A,191,53.8,8.2,13.6,19.9,4.5,46.2,25093
E01002045,Haringey 026B,161,45.9,6.1,11.6,29.3,7.0,54.1,24124
E01002046,Haringey 026C,102,46.7,5.0,10.8,33.4,4.1,53.3,23160
E01002049,Haringey 026D,157,45.6,7.2,12.7,28.8,5.7,54.4,23817
E01002042,Haringey 027A,63,60.5,6.0,11.8,16.7,5.0,39.5,27242
E01002044,Haringey 027B,195,65.4,6.7,12.3,9.5,6.2,34.6,27889
E01002047,Haringey 027C,171,65.6,7.2,13.2,9.5,4.5,34.4,28008
E01002048,Haringey 027D,167,55.5,5.3,14.4,19.1,5.7,44.5,26724
E01002016,Haringey 028A,114,69.7,6.5,6.4,14.0,3.4,30.3,38451
E01002017,Haringey 028B,137,69.7,6.6,5.8,13.0,4.8,30.3,41851
E01002059,Haringey 028C,71,72.9,8.0,4.2,12.1,2.7,27.1,39071
E01002060,Haringey 028D,144,81.5,6.1,3.4,6.8,2.2,18.5,49636
E01002050,Haringey 029A,178,68.3,3.1,8.0,11.5,9.1,31.7,30862
E01002051,Haringey 029B,150,52.1,7.4,7.8,25.5,7.2,47.9,24092
E01002052,Haringey 029C,97,68.1,3.1,5.1,11.5,12.2,31.9,29226
E01002055,Haringey 029D,177,72.2,4.3,6.7,7.7,9.2,27.8,30174
E01001994,Haringey 030A,53,75.6,4.9,11.5,4.6,3.4,24.4,52248
E01002008,Haringey 030B,24,82.5,4.6,7.1,2.9,2.9,17.5,67696
E01002010,Haringey 030C,27,77.0,6.8,5.4,7.4,3.4,23.0,49638
E01002011,Haringey 030D,26,77.0,5.2,7.5,7.2,3.2,23.0,47713
E01002000,Haringey 031A,114,69.4,7.1,8.7,11.7,3.1,30.6,33929
E01002001,Haringey 031B,165,69.5,6.4,8.9,9.1,6.1,30.5,34324
E01002002,Haringey 031C,27,65.3,7.1,10.6,13.0,3.9,34.7,28345
E01002058,Haringey 031D,114,61.5,5.6,12.1,14.5,6.3,38.5,28508
E01002053,Haringey 032A,127,46.1,9.3,9.9,29.6,5.2,53.9,22615
E01002054,Haringey 032B,207,46.3,7.0,8.5,32.3,5.8,53.7,19096
E01002056,Haringey 032C,101,56.3,5.7,6.3,25.9,5.8,43.7,24157
E01002057,Haringey 032D,107,56.8,4.3,9.2,25.1,4.6,43.2,25761
E01001984,Haringey 033A,85,78.6,6.0,6.9,5.7,2.8,21.4,47019
E01001985,Haringey 033B,90,87.4,5.1,4.2,2.7,0.7,12.6,57461
E01001987,Haringey 033C,61,84.4,5.1,5.8,2.4,2.3,15.6,61546
E01001989,Haringey 033D,61,80.1,5.7,5.3,6.7,2.2,19.9,54617
E01001986,Haringey 034A,122,81.3,6.7,2.9,5.4,3.6,18.7,51002
E01001988,Haringey 034B,105,82.2,5.9,5.4,4.2,2.4,17.8,48609
E01001990,Haringey 034C,144,80.0,5.5,6.7,3.6,4.2,20.0,46419
E01002062,Haringey 034D,98,74.0,6.3,6.3,10.1,3.3,26.0,44561
E01002005,Haringey 035A,182,80.8,6.6,7.0,3.1,2.4,19.2,51020
E01002006,Haringey 035B,146,81.3,4.6,6.0,5.2,2.9,18.7,50214
E01002007,Haringey 035C,97,83.9,5.6,5.5,4.0,1.0,16.1,56659
E01002009,Haringey 035D,71,85.4,5.1,5.5,1.9,2.2,14.6,59445
E01002061,Haringey 036A,103,80.2,5.6,4.1,7.2,2.9,19.8,48150
E01002063,Haringey 036B,111,71.6,5.8,4.9,13.2,4.5,28.4,40022
E01002064,Haringey 036C,162,62.4,5.0,7.5,20.3,4.8,37.6,29633
E01002065,Haringey 036D,129,74.7,5.5,6.5,10.9,2.5,25.3,37840
E01002034,Haringey 037A,67,35.8,8.4,8.6,42.1,5.1,64.2,18144
E01002038,Haringey 037B,128,46.8,7.8,5.9,32.3,7.2,53.2,18589
E01002041,Haringey 037C,156,40.3,7.0,6.9,39.8,5.9,59.7,21335
E01032575,Haringey 037D,135,37.4,7.7,7.7,41.7,5.6,62.6,20969
E01002755,Islington 001A,140,63.7,8.4,6.7,16.5,4.6,36.3,29763
E01002756,Islington 001B,117,72.1,7.0,5.6,12.6,2.6,27.9,42461
E01002758,Islington 001C,133,54.6,9.3,9.5,21.3,5.5,45.4,26487
E01002804,Islington 001D,163,55.5,6.1,8.9,24.7,4.8,44.5,29289
E01002807,Islington 001E,195,61.2,6.7,8.9,18.9,4.3,38.8,29365
E01002811,Islington 001F,161,58.7,7.9,5.0,23.1,5.2,41.3,31895
E01002753,Islington 002A,172,62.6,7.6,7.9,18.8,3.1,37.4,30095
E01002754,Islington 002B,124,79.2,5.8,5.6,7.8,1.7,20.8,52073
E01002757,Islington 002C,162,66.4,6.9,8.7,14.1,3.8,33.6,37729
E01002759,Islington 002D,149,76.3,6.0,6.4,9.5,1.9,23.7,48194
E01002760,Islington 002E,176,55.2,9.5,8.8,22.2,4.3,44.8,27241
E01002772,Islington 002F,174,67.9,5.6,8.1,14.7,3.8,32.1,33104
E01002735,Islington 003A,163,59.4,8.6,10.8,18.5,2.7,40.6,31782
E01002805,Islington 003B,123,70.3,6.9,7.8,12.5,2.5,29.7,35735
E01002806,Islington 003C,148,72.0,6.1,4.8,15.5,1.5,28.0,40286
E01002808,Islington 003D,147,71.3,5.6,9.0,11.2,2.9,28.7,35513
E01002809,Islington 003E,181,63.3,7.2,13.4,12.6,3.5,36.7,32954
E01002810,Islington 003F,203,60.6,7.7,6.5,20.9,4.2,39.4,32488
E01002768,Islington 004A,155,74.4,7.0,6.9,8.7,3.0,25.6,34648
E01002770,Islington 004B,77,69.4,7.5,9.9,11.5,1.6,30.6,40940
E01002771,Islington 004C,119,67.8,8.3,6.8,14.5,2.6,32.2,35546
E01002773,Islington 004D,146,60.2,7.9,8.9,17.1,5.8,39.8,24396
E01002774,Islington 004E,122,69.5,7.7,7.2,11.9,3.7,30.5,34645
E01002732,Islington 005A,139,49.5,6.8,13.1,25.9,4.7,50.5,27332
E01002734,Islington 005B,167,43.3,11.1,8.6,31.5,5.6,56.7,23014
E01002736,Islington 005C,214,48.3,7.0,11.3,28.0,5.3,51.7,24547
E01002737,Islington 005D,272,49.8,9.5,9.3,26.7,4.8,50.2,25693
E01002751,Islington 005E,231,49.3,6.8,11.6,26.3,6.0,50.7,27887
E01002742,Islington 006A,159,81.9,5.8,4.8,6.2,1.3,18.1,59929
E01002747,Islington 006B,164,75.5,5.8,8.4,8.3,2.1,24.5,52153
E01002748,Islington 006C,105,54.0,6.0,12.9,23.4,3.7,46.0,31667
E01002749,Islington 006D,176,63.1,8.2,9.7,16.2,2.7,36.9,37185
E01033493,Islington 006F,438,82.6,4.8,7.6,3.5,1.4,17.4,60440
E01033494,Islington 006G,142,77.4,4.5,6.9,8.6,2.6,22.6,56716
E01002730,Islington 007A,133,67.3,6.1,11.7,10.8,4.0,32.7,33146
E01002731,Islington 007B,155,65.8,8.0,10.3,10.5,5.4,34.2,34575
E01002733,Islington 007C,147,72.7,6.3,9.8,8.5,2.7,27.3,46806
E01002763,Islington 007D,151,69.0,5.1,11.6,10.5,3.8,31.0,30041
E01002769,Islington 008A,104,74.2,6.4,11.4,5.3,2.7,25.8,44522
E01002785,Islington 008B,135,76.5,6.4,6.2,8.4,2.5,23.5,48267
E01002788,Islington 008C,153,79.3,6.5,5.6,6.5,2.2,20.7,46706
E01002789,Islington 008D,137,84.7,5.7,3.9,4.8,1.0,15.3,59910
E01002738,Islington 009A,71,76.2,5.9,5.3,10.3,2.2,23.8,46717
E01002741,Islington 009B,149,64.8,4.6,5.9,19.4,5.2,35.2,27302
E01002743,Islington 009C,176,67.8,7.3,7.2,15.0,2.8,32.2,40460
E01002744,Islington 009D,148,78.7,5.5,4.7,7.7,3.4,21.3,48120
E01002752,Islington 009E,177,64.8,7.0,10.4,13.5,4.3,35.2,38186
E01002764,Islington 010A,136,69.1,7.9,7.6,12.2,3.2,30.9,30746
E01002783,Islington 010B,153,70.7,6.1,5.1,15.1,2.9,29.3,28524
E01002784,Islington 010C,139,63.8,7.6,7.6,18.2,2.8,36.2,29960
E01002786,Islington 010D,165,62.7,5.7,9.1,19.9,2.5,37.3,29531
E01002787,Islington 010E,141,63.4,7.5,8.7,15.6,4.9,36.6,30038
E01002762,Islington 011C,125,75.6,5.5,8.5,7.5,2.9,24.4,42726
E01002767,Islington 011D,178,65.5,7.3,8.5,14.6,4.1,34.5,29936
E01033486,Islington 011E,161,61.9,7.4,10.5,15.1,5.1,38.1,32015
E01033487,Islington 011F,527,60.5,7.1,17.2,10.8,4.3,39.5,45876
E01033488,Islington 011G,132,59.6,7.7,13.0,15.0,4.6,40.4,32355
E01033491,Islington 011H,99,67.4,8.9,8.3,12.2,3.2,32.6,34127
E01033492,Islington 011I,96,69.4,6.2,12.2,10.5,1.6,30.6,49761
E01002777,Islington 012A,144,77.1,6.2,4.7,9.6,2.5,22.9,40528
E01002778,Islington 012B,177,48.1,11.9,8.5,23.7,7.8,51.9,25042
E01002779,Islington 012C,179,74.5,5.6,8.5,7.4,4.1,25.5,43804
E01002781,Islington 012D,156,61.1,6.5,5.7,22.0,4.7,38.9,33298
E01002782,Islington 012E,175,48.5,8.3,8.4,29.6,5.1,51.5,26679
E01002739,Islington 013A,160,81.6,5.1,5.4,5.6,2.3,18.4,56499
E01002740,Islington 013B,93,83.0,5.6,5.5,5.0,0.8,17.0,63800
E01002745,Islington 013C,139,79.8,6.6,4.7,6.3,2.5,20.2,51029
E01002795,Islington 013D,119,65.6,8.3,9.2,13.4,3.5,34.4,39801
E01002796,Islington 013E,150,78.2,5.0,8.0,6.1,2.7,21.8,46245
E01002716,Islington 014A,182,63.1,9.3,7.9,15.0,4.7,36.9,29485
E01002718,Islington 014B,181,82.5,5.7,4.8,5.3,1.8,17.5,54572
E01002721,Islington 014C,144,78.8,6.8,4.0,7.8,2.6,21.2,38237
E01002775,Islington 014D,124,77.0,5.5,5.7,7.6,4.1,23.0,48489
E01002776,Islington 014E,158,68.4,7.7,6.5,13.7,3.7,31.6,35147
E01002780,Islington 014F,214,69.0,8.3,7.4,12.3,2.9,31.0,40602
E01002708,Islington 015A,63,65.9,5.6,14.4,11.0,3.1,34.1,29175
E01002712,Islington 015B,175,64.7,7.8,11.3,13.8,2.4,35.3,33922
E01002713,Islington 015C,113,69.1,6.2,5.5,16.5,2.7,30.9,25555
E01002765,Islington 015D,165,56.7,7.7,12.7,17.4,5.5,43.3,27012
E01002766,Islington 015E,153,56.4,6.4,13.3,19.7,4.2,43.6,24692
E01002717,Islington 016A,105,75.4,4.2,8.6,9.7,2.1,24.6,46094
E01002719,Islington 016B,107,82.1,5.5,5.4,5.3,1.6,17.9,54462
E01002720,Islington 016C,237,58.0,8.6,8.7,19.3,5.4,42.0,27242
E01002790,Islington 016D,189,70.0,5.9,6.5,13.9,3.7,30.0,30671
E01002791,Islington 016E,115,83.5,4.9,4.7,5.0,1.9,16.5,53326
E01002793,Islington 016F,193,73.0,5.1,7.7,10.3,3.8,27.0,35109
E01002698,Islington 017A,210,76.7,6.4,6.4,8.2,2.2,23.3,47477
E01002699,Islington 017B,174,84.1,4.4,5.9,4.2,1.4,15.9,52338
E01002700,Islington 017C,87,87.8,2.8,5.7,2.4,1.3,12.2,75640
E01002714,Islington 017D,152,82.7,4.0,7.1,4.5,1.6,17.3,56752
E01002792,Islington 017E,182,77.5,7.9,6.2,6.7,1.8,22.5,53557
E01002722,Islington 018A,164,73.8,6.0,5.7,11.0,3.4,26.2,31140
E01002797,Islington 018B,180,67.8,7.5,9.4,10.9,4.4,32.2,33182
E01002798,Islington 018C,155,82.2,4.7,4.8,5.4,2.8,17.8,53817
E01002799,Islington 018D,227,68.5,5.3,7.6,15.5,3.1,31.5,30992
E01002800,Islington 018E,119,60.4,4.4,11.0,18.4,5.8,39.6,25628
E01002694,Islington 019A,218,55.5,7.6,15.4,17.3,4.2,44.5,26707
E01002697,Islington 019B,194,47.7,5.8,24.4,16.5,5.6,52.3,25632
E01002709,Islington 019C,223,62.7,5.5,15.3,13.1,3.5,37.3,28959
E01002710,Islington 019D,120,58.3,4.5,14.9,18.0,4.2,41.7,30475
E01002715,Islington 019E,266,55.3,5.7,13.5,20.0,5.6,44.7,24456
E01002696,Islington 020A,129,82.9,5.2,6.2,4.8,0.8,17.1,53155
E01002794,Islington 020B,105,77.8,5.0,8.7,6.5,2.0,22.2,50851
E01002801,Islington 020C,146,81.6,4.0,5.8,6.8,1.8,18.4,59919
E01002802,Islington 020D,135,82.9,4.9,7.0,3.7,1.6,17.1,56756
E01002803,Islington 020E,127,74.1,5.8,11.5,5.8,2.9,25.9,44983
E01002695,Islington 021A,154,68.9,7.5,12.4,8.8,2.5,31.1,34441
E01002711,Islington 021B,132,63.3,7.6,15.0,10.3,3.8,36.7,37518
